time,RLQRD_state_norm,LQR_state_norm,RLQR_state_norm,Hinf_state_norm,AEM_state_norm,RLQRD_input_norm,LQR_input_norm,RLQR_input_norm,Hinf_input_norm,AEM_input_norm,disturbance_norm
0.47000000000000003,0.002795604638559986,0.0003585181946564396,0.0003583847650827837,0.00035870213494022536,2.7491814361601697e-05,5.584126098789783,0.0002880306016303581,0.001198988364797304,6.275318979148835e-07,1.3706300512261391,2.9041479821054026e-05
0.48,0.002875710956566422,0.00038748378974174475,0.0003873214768793194,0.00038769593780124716,2.9117568715240875e-05,5.674767030262252,0.0003097965438128504,0.0012935367266952355,6.750986786294748e-07,1.4516793716104837,3.07209249992404e-05
0.49,0.0029558332868675676,0.00041812267770141646,0.0004179270165263005,0.00041836662559691464,3.0801585107596893e-05,5.765307020906618,0.0003326749995875586,0.001393289697903712,7.252343501141417e-07,1.5356331142119313,3.245907846482647e-05
0.5,0.003035905893070629,0.000450493105876387,0.0004502591246378575,0.0004507728117155112,3.2544475926947915e-05,5.855743662045422,0.0003566939383844418,0.0014984085871545439,7.780229514590446e-07,1.622521805718486,3.425652327812985e-05
0.51,0.003115862326139539,0.00048465387369720165,0.0004843760532920365,0.00048497368978727974,3.434682600360618e-05,5.946074695680066,0.0003818809930691266,0.0016090552284613194,8.335493166267527e-07,1.712374599042437,3.61138147725968e-05
0.52,0.003195635461504882,0.0005206643034430317,0.000520336534761239,0.0005210290059052159,3.6209192362087676e-05,6.0362980027514705,0.0004082634319910412,0.0017253918894235736,8.918990357224784e-07,1.8052192609651632,3.8031480318419826e-05
0.53,0.003275157536235478,0.0005585842107297175,0.0005581997499346432,0.0005589990306120428,3.813210398403676e-05,6.1264115924776155,0.0004358681314646534,0.0018475811800378304,9.531584158242844e-07,1.901082160318178,4.001001909690523e-05
0.54,0.0033543601862872133,0.0005984738747379883,0.0005980252964453459,0.0005989445306640543,4.0116061581929355e-05,6.216413592656154,0.00046472154869194656,0.0019757859620213015,1.0174144413993402e-06,1.9999882567015885,4.2049901885616526e-05
0.55,0.0034331744838419502,0.0006403940081930696,0.0006398731565150795,0.0006409267405825459,4.21615373835813e-05,6.306302240833371,0.0004948496951340561,0.0021101692586541947,1.0847547343312918e-06,2.1019610897412715,4.415157085432167e-05
0.56,0.003511530974746899,0.0006844057271069567,0.0006838036645294838,0.0006850073340035855,4.426897492748983e-05,6.396075876251988,0.0005262781103397842,0.0022508941651467698,1.1552675135828978e-06,2.207022768886162,4.631543937177271e-05
0.5700000000000001,0.003589359716062671,0.0007305705202947048,0.0007298774743570185,0.000731248394836901,4.6438788869037054e-05,6.4857329325002615,0.0005590318362385002,0.002398123759537465,1.229041554517277e-06,2.315193963747081,4.854189182334675e-05
0.58,0.0036665903137262797,0.0007789502186761504,0.0007781555264247273,0.000779712388244706,4.8671364797584774e-05,6.575271930793433,0.0005931353919047331,0.0025520210141285827,1.3061661479003852e-06,2.4264938949785573,5.0831283439577115e-05
0.59,0.0037431519603336864,0.000829606964374547,0.00082869901456417,0.0008304621314513067,5.096705906448939e-05,6.664691473826224,0.0006286127488015575,0.002712748707466254,1.3867310586066844e-06,2.540940325705081,5.318394013560255e-05
0.6,0.0038189734730449403,0.0008826031796236673,0.000881569352640944,0.0008835607643943666,5.332619862206507e-05,6.753990240141673,0.0006654873065096746,0.00288046933687154,1.4708264840493815e-06,2.6585495534931716,5.5600158361561626e-05
0.61,0.0038939833316136946,0.000938001535494978,0.0009368281409813263,0.0009390717202287425,5.574908087352275e-05,6.843166978967551,0.0007037818689488833,0.003055345031529782,1.5585430123560945e-06,2.77933640287064,5.8080204963957895e-05
0.62,0.003968109716541707,0.0009958649204565666,0.00099453713260966,0.0009970586956938197,5.823597353391036e-05,6.932220505476696,0.0007435186210984435,0.0032375374661454655,1.6499715803103297e-06,2.9033142183943097,6.062431705801972e-05
0.63,0.004041280547357961,0.00105625640877555,0.0010547581993102118,0.0010575856213553153,6.0787114502078425e-05,7.021149696432236,0.0007847191062226216,0.003427207775170097,1.74520343107873e-06,3.0304948582673865,6.323270191107666e-05
0.64,0.00411342352102122,0.001119239228775749,0.0011175532975273034,0.0011207166317325323,6.340271174369316e-05,7.109953486182626,0.0008274042036075172,0.0036245164676107764,1.844330071743675e-06,3.160888688507587,6.590553683697242e-05
0.65,0.004184466150444104,0.0011848767309624788,0.0011829844341176255,0.0011865160353220735,6.608294318531724e-05,7.1986308629751035,0.0008715941068150646,0.0038296233424273624,1.947443230660475e-06,3.2945045776670203,6.864296910153167e-05
0.66,0.004254335803136264,0.0012532323560263373,0.0012511136319686943,0.001255048284529042,6.882795661957535e-05,7.287180865559233,0.0009173083024598933,0.004042687404526332,2.054634814658079e-06,3.4313498921046777,7.144511583909621e-05
0.67,0.00432295973996376,0.0013243696027379305,0.0013220028954975176,0.0013263779455167746,7.163786962142044e-05,7.375602580055119,0.0009645655495145492,0.004263866781359651,2.165996866101953e-06,3.5714304918123236,7.431206398014206e-05
0.68,0.004390265154021462,0.00139835199574552,0.0013957141760435768,0.0014005696679861626,7.451276947551225e-05,7.463895137063294,0.001013383859148354,0.004493318640137166,2.2816215198375184e-06,3.714750726794356,7.724387018998821e-05
0.6900000000000001,0.004456179209615115,0.001475243053287606,0.001472309337170313,0.0014776881548956326,7.74527131147188e-05,7.5520577089955925,0.0010637804751049901,0.004731199105661249,2.4016009600323127e-06,3.861313434002171,8.024056081860282e-05
0.7000000000000001,0.004520629081349637,0.001555106254832501,0.0015518501198893576,0.0015577981321328609,8.045772706974674e-05,7.6400895076082564,0.0011157718546236939,0.00497766317879263,2.5260273769348222e-06,4.011119934823328,8.330213186151168e-05
0.71,0.004583541993320316,0.0016380050086569834,0.0016343981078217969,0.0016409643181493066,8.35278074299056e-05,7.727989781720333,0.0011693736499087332,0.005232864655556564,2.654992923567748e-06,4.164170033125758,8.642854893180896e-05
0.72,0.004644845258403731,0.0017240026193761496,0.0017200146923108115,0.001727251393568647,8.666291981500573e-05,7.815757815102011,0.0012246006901516435,0.005496956046898677,2.7885896723732778e-06,4.320462013857001,8.961974724326867e-05
0.73,0.004704466317645588,0.0018131622554365913,0.0018087610375000687,0.0018167239707801927,8.986299935838855e-05,7.903392924518946,0.0012814669641104883,0.005770088499100065,2.9269095718277744e-06,4.479992642198425,9.287563160455114e-05
0.74,0.004762332779743107,0.0019055469165850697,0.0019006980453922808,0.0019094465635283702,9.31279507010836e-05,7.990894457919941,0.0013399856032502155,0.006052411714861387,3.070044403043147e-06,4.642757163274102,9.619607642449642e-05
0.75,0.004818372460620236,0.002001219401324855,0.0019958863209023694,0.002005483556509329,9.645764799708381e-05,8.078261792756473,0.0014001688654479542,0.006344073875065935,3.218085736372003e-06,4.808749302413986,9.958092572849187e-05
0.76,0.004872513423094734,0.0021002422743719223,0.0020943861369197066,0.0021048991749857454,9.985193492972656e-05,8.165494334423574,0.00146202811926692,0.006645221561231835,3.371124888033565e-06,4.977961265970687,0.0001030299931859005
0.77,0.004924684016637138,0.002202677834123188,0.0021962573993939056,0.0022077574544308617,0.00010331062473916747,8.25259151481257,0.00152557382880236,0.006955999678663765,3.529252876777201e-06,5.150383742689262,0.00010654306214853015
0.78,0.004974812917222764,0.0023085880801490084,0.0023015596124586627,0.0023141222102127782,0.0001068335002609261,8.339552790966897,0.0015908155391027928,0.0072765513803147224,3.6925603806002756e-06,5.3260059056289455,0.00011011988570012272
0.79,0.005022829167279266,0.00241803468072211,0.002410351843608137,0.0024240570073300193,0.00011042031397548327,8.426377643833147,0.0016577618621695573,0.007607017991368617,3.861137693536931e-06,5.504815414635812,0.00011376018671683876
0.8,0.005068662215733871,0.0025310789403951697,0.0025226926889403713,0.0025376251302093463,0.00011407078806890566,8.513065577099994,0.001726420463537513,0.007947538934554617,4.035074682534291e-06,5.68679841936516,0.00011746365793870841
0.81,0.005112241958166281,0.002647781767639219,0.0026386402384822438,0.0026548895525767657,0.00011778461450446753,8.599616116118359,0.0017967980494395012,0.008298251656204392,4.214460744432438e-06,5.871939562852129,0.00012122996205201741
0.8200000000000001,0.005153498777075397,0.002768203642555042,0.002758252041610418,0.002775912907412661,0.00012156145510523923,8.686028806896802,0.001868900354556978,0.00865929155306355,4.399384763064442e-06,6.060221985629002,0.0001250587317825933
0.8300000000000001,0.005192363582270524,0.0028924045846697353,0.0028815850725827574,0.0029007574570019267,0.00012540094164760718,8.772303215166449,0.0019427321303590276,0.009030791899868756,4.589935066492582e-06,6.251627330387458,0.00012894956999995333
0.84,0.0052287678514006414,0.0030204441208305515,0.003008695696194628,0.0030294850630899644,0.0001293026759656863,8.858438925510406,0.0020182971340317476,0.009412883777702195,4.786199384396799e-06,6.446135747183846,0.00013290204983227194
0.85,0.005262643670638633,0.0031523812532081395,0.0031396396335744993,0.0031621571571553288,0.00013326623006658356,8.94443554055292,0.0020955981179997967,0.009805696003135212,4.988264805631324e-06,6.643725899185356,0.00013691571479212356
