time,RLQRD_state_norm,LQR_state_norm,RLQR_state_norm,Hinf_state_norm,AEM_state_norm,RLQRD_input_norm,LQR_input_norm,RLQR_input_norm,Hinf_input_norm,AEM_input_norm,disturbance_norm
0.32,0.0017494045633286793,0.00014212147015008013,0.00014197917328745202,0.0001422731143956496,1.1001168508635405e-06,4.214969457725293,0.00010435764503953092,0.0004068112794482515,3.3163867853801187e-07,0.05484406482506296,3.280561897270979e-07
0.33,0.0018269160089721876,0.00014241659765158745,0.00014224654138093046,0.000142588868440729,4.056433654364572e-07,4.306691071202098,0.0001027561959975982,0.00040351696393101354,3.321904533468236e-07,0.02021796331249133,3.7012060826479316e-07
0.34,0.0019053792108436952,0.0001420254513642722,0.00014182458084664132,0.00014222026432909993,3.415115282963428e-07,4.398379528321466,0.00010055453086887395,0.0003978576810248831,3.315622726417047e-07,0.017034015770506068,1.118408316281503e-06
0.35000000000000003,0.0019847401936061025,0.0001409006505999153,0.00014066581766299257,0.00014111997804092422,1.142492909410592e-06,4.490027406358343,9.773466000287875e-05,0.0003897187046338998,3.296957249971641e-07,0.05696959618995321,1.9178554933080486e-06
0.36,0.0020649436081716615,0.00013899453789891414,0.00013872253944917167,0.0001392403870759369,1.9984394023938574e-06,4.581627889479463,9.428447107448248e-05,0.00037899809135868024,3.265336566777579e-07,0.09964513617620575,2.7694845957202453e-06
0.37,0.002145932775957066,0.0001362595051747685,0.00013594713746144756,0.0001365338873453811,2.91045197011919e-06,4.673174708322581,9.020062751380754e-05,0.0003656135334731387,3.2202106163957685e-07,0.14511558586743542,3.6742917141474413e-06
0.38,0.0022276497322055253,0.00013264846852390608,0.00013229260523130382,0.00013295335399256052,3.879604421960069e-06,4.764662086549528,8.549320304893571e-05,0.0003495131976504518,3.161063084050314e-07,0.1934344833274222,4.6332463039902915e-06
0.39,0.002310035268519167,0.0001281155849008207,0.0001277132925137534,0.00012845283605568758,4.9069420311531275e-06,4.856084693464483,8.019333446945853e-05,0.00033069347897686795,3.0874286460162935e-07,0.24465393909035366,5.647290911754725e-06
0.4,0.002393028974728071,0.0001226173766751723,0.00012216609071121775,0.00012298864485761618,5.993481164337616e-06,4.947437601920042,7.436626447389535e-05,0.0003092291996091847,2.998917721992133e-07,0.2988246214243687,6.717340899072421e-06
0.41000000000000003,0.002476569280207125,0.00011611457303735569,0.0001156123784783159,0.00011652113309232089,7.140208969685549e-06,5.038716250844089,6.813418586790288e-05,0.0002853270492667424,2.89525280752598e-07,0.35599574152114216,7.844284166031023e-06
0.42,0.0025605934947384923,0.00010857527307943265,0.00010802137284257955,0.0001090177446561345,8.34808307467981e-06,5.129916411813942,6.171679305755755e-05,0.0002594238833966304,2.7763231012997153e-07,0.41621503865204823,9.028980875227047e-06
0.43,0.002645037849005592,9.998068622384201e-05,9.937622992004855e-05,0.00010045853642065851,9.618031287301781e-06,5.221034159183259,5.550152704289408e-05,0.00023237299426747258,2.642268772769399e-07,0.47952876536020816,1.0272263177775457e-05
0.44,0.002729837534793927,9.033624199881924e-05,8.968589416120164e-05,9.084683531476223e-05,1.0950951300146394e-05,5.312065843334388,5.0150361973894265e-05,0.00020579669299154604,2.493614507420564e-07,0.54598167275358,1.1574934942356525e-05
0.45,0.0028149267449647177,7.969479259197607e-05,7.900994286641204e-05,8.023142513472186e-05,1.2347710398088586e-05,5.403008066686021,4.669468020003921e-05,0.00018269204196855502,2.3314870417244305e-07,0.6156169959571259,1.2937771488249241e-05
0.46,0.00290023871325896,6.820962509475554e-05,6.75155711697881e-05,6.875706642688463e-05,1.3809145170334639e-05,5.493857662134816,4.6408014000460615e-05,0.00016808966461270857,2.1579788151135546e-07,0.6884764397752811,1.4361519323186988e-05
0.47000000000000003,0.00298570575398211,5.62683655718655e-05,5.562185069829981e-05,5.6791752739213394e-05,1.5336061227685465e-05,5.584611673651406,5.022676025277813e-05,0.00016840480628811945,1.9767679310528667e-07,0.7646001646099211,1.5846895886774604e-05
0.48,0.003071259301612985,4.4860492873101863e-05,4.439340596885205e-05,4.527649952655465e-05,1.6929232925777563e-05,5.675267338787004,5.819237502112539e-05,0.00018781816579464404,1.7941775925176998e-07,0.8440267726737987,1.739458930012021e-05
0.49,0.003156829950374609,3.650739530252577e-05,3.64978725145815e-05,3.662988818645666e-05,1.858940309499294e-05,5.765822072877582,6.968013530822075e-05,0.00022540050772262529,1.6209126763420012e-07,0.9267932945348143,1.9005258122263135e-05
0.5,0.0032423474937994805,3.593175514082997e-05,3.665292507638794e-05,3.554666898805051e-05,2.0317282777659045e-05,5.856273454759157,8.398176587405329e-05,0.0002774807799116497,1.4744789179612639e-07,1.0129351760225698,2.0679531113914766e-05
0.51,0.0033277409643170776,4.5565323962325636e-05,4.6855942743311514e-05,4.475567207123837e-05,2.2113550973094175e-05,5.946619213830502,0.00010057720115579045,0.0003408112550609842,1.3808973357885204e-07,1.1024862655251724,2.2418007008973173e-05
0.52,0.0034129386728872653,6.248192498097929e-05,6.407876533344745e-05,6.144003087421176e-05,2.3978854390994738e-05,6.036857218319497,0.00011914018528941104,0.0004133527556816548,1.3710654472396965e-07,1.1954788017012201,2.422125429422466e-05
0.53,0.0034978682486995426,8.378360699872591e-05,8.557226684535559e-05,8.260062893061476e-05,2.5913807213610334e-05,6.126985464626447,0.00013947762554945083,0.0004939671680484959,1.4676522844201097e-07,1.2919434016293148,2.6089810997601113e-05
0.54,0.0035824566789547977,0.0001081678343708143,0.00011011031563546168,0.00010687645353816221,2.791899086710521e-05,6.217002067632573,0.00016147840425924143,0.0005820512051431171,1.672733030874308e-07,1.3919090494150557,2.802418448532489e-05
0.55,0.003666630348743258,0.00013511841802706074,0.000137203118045304,0.00013373011836073146,2.9994953802464735e-05,6.306905251874944,0.00018508078635018496,0.0006773051007739101,1.971954769966045e-07,1.4954030852734608,3.002485126823945e-05
0.56,0.0037503150810297447,0.00016443208603497046,0.000166656598306714,0.00016295060483712768,3.2142211286269274e-05,6.3966933435003295,0.0002102530788846639,0.0007796035524550717,2.347563053424401e-07,1.6024511951029314,3.20922568175938e-05
0.5700000000000001,0.00383343617675499,0.00019603756417410927,0.00019840283006348044,0.00019446361035571394,3.436124520162551e-05,6.486364762920431,0.00023698223184603475,0.0008889246743053525,2.785671078104307e-07,1.7130774005652616,3.4226815390522714e-05
0.58,0.003915918455059726,0.00022992497523598203,0.00023243309674698506,0.00022825804779009153,3.6652503859517044e-05,6.575918018099532,0.00026526700708388173,0.0010053100319307778,3.277162039701994e-07,1.8273040496847772,3.642890986544043e-05
0.59,0.0039976862936364375,0.0002661157102223905,0.00026876903595857474,0.000264354880896796,3.9016401820809564e-05,6.665351698413263,0.0002951137804377658,0.0011288414158753099,3.816476084663439e-07,1.945151807978365,3.869889158754447e-05
0.6,0.004078663669212058,0.00030464835591951345,0.0003074490512606322,0.0003027926460412072,4.1453319729123776e-05,6.754664469023776,0.00032653388954366524,0.0012596268626959277,4.4003606488026176e-07,2.0666396501270397,4.103708022460707e-05
0.61,0.00415877419816349,0.00034557158141664934,0.00034852139763196194,0.00034362016601557113,4.39636041547678e-05,6.843855065722546,0.0003595419110722232,0.0013977919500444452,5.027006675223718e-07,2.191784852198629,4.344376363321388e-05
0.62,0.004237941177266608,0.0003889402914435597,0.0003920404214629869,0.0003868926248399716,4.6547567449902036e-05,6.932922290197155,0.0003941545113399541,0.0015434741989259915,5.695510979274621e-07,2.3206029844302254,4.591919773559419e-05
0.63,0.00431608762457837,0.0004348134223382435,0.00043806439564080934,0.0004326693262529467,4.920548761509248e-05,7.0218650056830025,0.0004303896596770685,0.001696819364337603,6.405549443505808e-07,2.453107904578182,4.846360640717204e-05
0.64,0.004393136320450731,0.0004832526137449539,0.0004866542089598335,0.0004810123470526706,5.193760817739295e-05,7.110682132964898,0.0004682660768866779,0.0018579789072054676,7.157177035538133e-07,2.5893117518426836,5.107718137495478e-05
0.65,0.0044690098486743724,0.0005343213711165975,0.0005378725361940148,0.0005319856906635455,5.4744138080081714e-05,7.199372646697087,0.0005078028395376028,0.002027108225158276,7.950703113145839e-07,2.729224941373161,5.3760082126862636e-05
0.66,0.0045436306377496,0.0005880845153674719,0.0005917832903060373,0.0005856547327277864,5.762525158416554e-05,7.287935572013429,0.0005490190897525529,0.0022043653827126604,8.786611841225441e-07,2.8728561593601842,5.651243583209312e-05
0.67,0.004616921002281367,0.0006446078068994066,0.0006484512464652529,0.0006420858437035505,6.058108818175207e-05,7.376369981402248,0.0005919338178307983,0.002389910177487562,9.665510141933865e-07,3.020212358718882,5.9334337272601345e-05
0.68,0.004688803184494994,0.0007039576790165571,0.0007079417741063363,0.0007013461223301197,6.361175252137896e-05,7.464674991822933,0.0006365656960885193,0.002583903437135179,1.058809281849544e-06,3.1712987553683094,6.222584878577003e-05
0.6900000000000001,0.004759199395869015,0.0007662010419542973,0.0007703206388794846,0.00076350320056738,6.671731434537935e-05,7.552849762043506,0.0006829329493433682,0.0027865064776481925,1.1555118633995574e-06,3.326118825110735,6.518700021833189e-05
0.7000000000000001,0.004828031858881485,0.0008314051336631799,0.0008356538509640052,0.0008286250958081914,6.989780843935204e-05,7.640893490180479,0.000731053252048975,0.002997880676489039,1.2567393532986739e-06,3.4846743011142594,6.821778889159983e-05
0.71,0.004895222848866171,0.0008996374022599573,0.0009040075448367087,0.0008967800950801778,7.315323459379647e-05,7.728805411424006,0.000780943645116273,0.003218187128721089,1.3625758618226686e-06,3.646965172001774,7.131817957805178e-05
0.72,0.00496069473597526,0.0009709654103685666,0.0009754478808174248,0.0009680366613451388,7.6483557577963e-05,7.816584795932993,0.0008326204674987746,0.003447586364031742,1.4731081355364303e-06,3.8129896805487915,7.44881044893091e-05
0.73,0.0050243700272455645,0.0010454567548753193,0.0010500409619720605,0.0010424633553512705,7.98887071259618e-05,7.904230946886219,0.0008860992990137777,0.0036862381090501323,1.5884249009021896e-06,3.9827443229922874,7.772746327554105e-05
0.74,0.005086171408765715,0.001123178997723871,0.001127852762031138,0.0011201287686211658,8.336857793516467e-05,7.991743198676822,0.0009413949118390467,0.003934301083801633,1.7086163647606607e-06,4.156223848952304,8.103612303632049e-05
0.75,0.005146021787942491,0.0012041996047420591,0.0012089490613349755,0.0012011014645407637,8.692302967692823e-05,8.07912091523862,0.0009985212288047894,0.004191932824213636,1.833773826836317e-06,4.333421261967705,8.441391834294881e-05
0.76,0.005203844335865256,0.0012885858903989088,0.0012933953887153589,0.001285449925430077,9.0551887019658e-05,8.166363488493825,0.0010574912870851554,0.004459289524743022,1.9639893734105374e-06,4.514327820647084,8.786065127226347e-05
0.77,0.005259562529768545,0.0013764049670018325,0.0013812569678310468,0.0013732425040941,9.425493966422758e-05,8.253470336912574,0.0011183172062424456,0.004736525896728484,2.099355630606278e-06,4.698933040435529,9.137609145193333e-05
0.78,0.0053131001955939935,0.0014677236972638675,0.0014725986668918305,0.0014645473787757287,9.803194239176045e-05,8.34044090417558,0.0011810101598314735,0.005023795039173887,2.2399655620093753e-06,4.8872246959976176,9.495997611724275e-05
0.79,0.0053643815506543395,0.001562608649463221,0.0015674849509969588,0.0015594325107272764,0.00010188261512377387,8.427274657931976,0.001245580349958601,0.005321248319471605,2.3859122996587847e-06,5.079188824216624,9.861201017935985e-05
0.8,0.005413331246403859,0.001661126054623989,0.0016659798365195688,0.0016579656038252137,0.00010580664299468198,8.513971088645029,0.00131203698432905,0.005629035262165228,2.537289000433478e-06,5.2748097278098145,0.00010233186630507705
0.81,0.005459874411321675,0.0017633417652947198,0.00176814684711618,0.0017602140658015337,0.00010980367643664485,8.60052970851912,0.0013803882554203545,0.005947303444289775,2.69418872197454e-06,5.474069979559131,0.00010611918500800938
0.8200000000000001,0.005503936693916611,0.0018693212156085407,0.001874048971047167,0.0018662449707728067,0.0001138733312767483,8.686950050501887,0.0014506413214986891,0.006276198396156465,2.8567043137870143e-06,5.676950427156546,0.00010997357475122861
0.8300000000000001,0.005545444305865009,0.0019791293823869585,0.001983748619572414,0.0019761250228267748,0.0001180151888464917,8.773231667355915,0.001522802289254956,0.006615863506697999,3.0249283202530124e-06,5.883430198662957,0.0001138946120613083
0.84,0.005584324065295975,0.0020928307471074093,0.0020973075862443296,0.0020899205204845898,0.0001222287961035566,8.859374130794903,0.0015968761978836677,0.006966439932680137,3.1989528930807315e-06,6.093486708579228,0.00011788184165374749
0.85,0.005620503440242151,0.0022104892585979963,0.00221478700696375,0.002207697321900296,0.00012651366576582252,8.94537703067952,0.0016728670044634261,0.007328066511231333,3.3788697112986756e-06,6.307095664527752,0.00012193477656973968
0.86,0.005653910592278158,0.0023321682963554666,0.0023362473206969122,0.0023295208106919366,0.000130869276457594,9.031239974268711,0.001750777570525577,0.007700879675255216,3.5647699073394937e-06,6.524231074542714,0.0001260528983242444
